W_CONF_ACC,W_CONF_AEC,W_CONF_A_SUN,W_CONF_A_TEN,W_CONF_BIG_EAST,W_CONF_BIG_SKY,W_CONF_BIG_SOUTH,W_CONF_BIG_TEN,W_CONF_BIG_TWELVE,W_CONF_BIG_WEST,W_CONF_CAA,W_CONF_CUSA,W_CONF_HORIZON,W_CONF_IVY,W_CONF_MAAC,W_CONF_MAC,W_CONF_MEAC,W_CONF_MID_CONT,W_CONF_MVC,W_CONF_MWC,W_CONF_NEC,W_CONF_OVC,W_CONF_PAC_TEN,W_CONF_PAC_TWELVE,W_CONF_PATRIOT,W_CONF_SEC,W_CONF_SOUTHERN,W_CONF_SOUTHLAND,W_CONF_SUMMIT,W_CONF_SUN_BELT,W_CONF_SWAC,W_CONF_WAC,W_CONF_WCC,L_CONF_ACC,L_CONF_AEC,L_CONF_A_SUN,L_CONF_A_TEN,L_CONF_BIG_EAST,L_CONF_BIG_SKY,L_CONF_BIG_SOUTH,L_CONF_BIG_TEN,L_CONF_BIG_TWELVE,L_CONF_BIG_WEST,L_CONF_CAA,L_CONF_CUSA,L_CONF_HORIZON,L_CONF_IVY,L_CONF_MAAC,L_CONF_MAC,L_CONF_MEAC,L_CONF_MID_CONT,L_CONF_MVC,L_CONF_MWC,L_CONF_NEC,L_CONF_OVC,L_CONF_PAC_TEN,L_CONF_PAC_TWELVE,L_CONF_PATRIOT,L_CONF_SEC,L_CONF_SOUTHERN,L_CONF_SOUTHLAND,L_CONF_SUMMIT,L_CONF_SUN_BELT,L_CONF_SWAC,L_CONF_WAC,L_CONF_WCC,SEASON,W_TEAMID,L_TEAMID,W_SCORE,L_SCORE,ROUND,W_REGION,W_SEED,L_REGION,L_SEED,W_SCORE_MEAN,W_FGM_MEAN,W_FGA_MEAN,W_FGM3_MEAN,W_FGA3_MEAN,W_FTM_MEAN,W_FTA_MEAN,W_OR_MEAN,W_DR_MEAN,W_AST_MEAN,W_TO_MEAN,W_STL_MEAN,W_BLK_MEAN,W_PF_MEAN,W_SCORE_MEDIAN,W_FGM_MEDIAN,W_FGA_MEDIAN,W_FGM3_MEDIAN,W_FGA3_MEDIAN,W_FTM_MEDIAN,W_FTA_MEDIAN,W_OR_MEDIAN,W_DR_MEDIAN,W_AST_MEDIAN,W_TO_MEDIAN,W_STL_MEDIAN,W_BLK_MEDIAN,W_PF_MEDIAN,W_SCORE_STDDEV,W_FGM_STDDEV,W_FGA_STDDEV,W_FGM3_STDDEV,W_FGA3_STDDEV,W_FTM_STDDEV,W_FTA_STDDEV,W_OR_STDDEV,W_DR_STDDEV,W_AST_STDDEV,W_TO_STDDEV,W_STL_STDDEV,W_BLK_STDDEV,W_PF_STDDEV,W_WINMARGINMEDIAN,W_WINMARGINMEAN,W_LOSEMARGINMEDIAN,W_LOSEMARGINMEAN,W_WON_CONFERENCE,W_TOTAL_WINS,L_SCORE_MEAN,L_FGM_MEAN,L_FGA_MEAN,L_FGM3_MEAN,L_FGA3_MEAN,L_FTM_MEAN,L_FTA_MEAN,L_OR_MEAN,L_DR_MEAN,L_AST_MEAN,L_TO_MEAN,L_STL_MEAN,L_BLK_MEAN,L_PF_MEAN,L_SCORE_MEDIAN,L_FGM_MEDIAN,L_FGA_MEDIAN,L_FGM3_MEDIAN,L_FGA3_MEDIAN,L_FTM_MEDIAN,L_FTA_MEDIAN,L_OR_MEDIAN,L_DR_MEDIAN,L_AST_MEDIAN,L_TO_MEDIAN,L_STL_MEDIAN,L_BLK_MEDIAN,L_PF_MEDIAN,L_SCORE_STDDEV,L_FGM_STDDEV,L_FGA_STDDEV,L_FGM3_STDDEV,L_FGA3_STDDEV,L_FTM_STDDEV,L_FTA_STDDEV,L_OR_STDDEV,L_DR_STDDEV,L_AST_STDDEV,L_TO_STDDEV,L_STL_STDDEV,L_BLK_STDDEV,L_PF_STDDEV,L_WINMARGINMEDIAN,L_WINMARGINMEAN,L_LOSEMARGINMEDIAN,L_LOSEMARGINMEAN,L_WON_CONFERENCE,L_TOTAL_WINS,W_WLOCN,W_WLOCH,W_WLOCA,L_WLOCN,L_WLOCH,L_WLOCA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1196,1345,74,67,2,Y,1,Y,9,79.323529,28.558824,54.205882,7.176471,17.588235,15.029412,22.088235,11.088235,26.088235,15.764706,14.000000,7.088235,4.823529,15.676471,79.000,28.500,54.500,7.000,16.000,14.000,22.000,12.000,26.000,15.500,14.000,7.000,5.000,15.000,10.256470494,4.78122066,5.793305533,2.746574594,5.297899206,5.090009823,6.393024793,3.306262694,4.718549141,4.917863662,3.797926013,2.778354009,2.599190836,4.124726536,18.000,22.172414,10.000,7.800000,1,29,69.906250,24.718750,53.500000,6.531250,18.125000,13.937500,20.406250,11.187500,21.750000,13.750000,14.218750,7.687500,2.718750,19.718750,66.500,24.000,52.500,6.000,18.000,15.000,21.500,10.000,22.000,14.000,14.000,8.000,3.000,20.000,11.922760503,4.073790127,6.796583554,2.422800033,4.917053894,4.710574912,6.871443371,3.613929164,5.099019514,3.583114567,3.269944954,3.913891669,1.590990258,4.692027387,17.000,17.571429,16.000,13.545455,0,21,6,18,5,3,16,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1424,1210,67,63,1,Y,7,Y,10,75.030303,26.606061,59.272727,7.666667,21.090909,14.151515,19.878788,12.060606,22.606061,14.848485,11.424242,8.151515,5.606061,17.969697,76.000,27.000,58.000,8.000,20.000,15.000,20.000,11.000,22.000,14.000,11.000,8.000,4.000,18.000,12.446095894,4.622900821,5.221785614,3.862210119,4.798200392,5.214889836,7.667942879,3.481553102,3.49051744,5.397460143,3.26946387,3.29887496,4.242194244,3.737352405,10.000,12.703704,12.000,12.500000,1,27,79.096774,29.354839,59.612903,6.387097,17.064516,14.000000,20.483871,13.677419,22.612903,15.483871,15.870968,10.000000,3.548387,20.709677,77.000,28.000,60.000,6.000,17.000,13.000,17.000,13.000,22.000,14.000,16.000,10.000,3.000,21.000,12.851341914,5.559067008,8.769938882,3.169410197,6.308383232,7.924645102,10.481319812,4.519491786,5.631325599,5.784294685,5.270938816,3.750555559,1.859008876,5.837770979,14.000,19.800000,9.000,9.000000,0,20,1,18,8,2,17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1332,1457,75,61,2,Y,3,Y,11,76.393939,26.272727,58.333333,9.484848,24.636364,14.363636,19.121212,12.212121,22.848485,14.272727,12.606061,7.121212,2.060606,16.030303,77.000,26.000,56.000,9.000,25.000,12.000,20.000,13.000,23.000,14.000,13.000,6.000,2.000,15.000,13.193131243,5.455918346,8.827041803,2.980365078,4.923274926,6.790702173,7.869075422,4.708752276,5.557209372,5.131232308,4.227435629,2.902128185,1.61901575,4.268231835,11.500,15.307692,3.000,7.571429,1,26,74.107143,26.785714,56.250000,8.071429,22.500000,12.464286,19.678571,11.857143,25.214286,16.500000,13.321429,7.464286,3.607143,17.250000,73.000,26.000,56.500,7.500,22.000,11.000,18.000,12.000,25.000,16.000,12.000,7.000,3.000,16.000,12.956735083,5.335812872,7.280745772,3.365715674,5.426273491,6.185300074,8.611162291,3.678911796,6.983351344,4.299009304,4.145980342,3.060890067,2.469657061,4.502057196,14.500,14.833333,9.000,10.250000,1,24,4,16,6,1,11,12
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1139,1330,57,46,1,Y,5,Y,12,68.290323,21.806452,49.967742,9.000000,24.451613,15.677419,20.645161,9.000000,20.935484,12.290323,9.225806,5.000000,1.870968,19.322581,68.000,22.000,49.000,8.000,24.000,16.000,22.000,8.000,20.000,12.000,9.000,5.000,2.000,19.000,8.415040285,4.028393849,7.458703507,3.696845547,5.898241009,6.876952305,8.207916423,3.54964787,3.87242805,4.641792434,2.591134501,2.503331181,1.384243114,3.952949026,13.000,15.640000,5.500,6.500000,0,25,70.125000,24.062500,55.406250,7.218750,20.562500,14.781250,20.500000,12.125000,24.562500,14.968750,12.343750,7.625000,3.406250,18.718750,69.500,23.000,54.500,8.000,20.000,13.500,19.500,13.000,24.500,14.000,12.000,8.000,3.000,18.500,10.453429772,4.442735981,7.452470396,2.445989166,4.924838271,5.356541795,6.594230129,3.489615881,6.148367182,4.532921685,4.116131679,3.0559303,2.625671914,3.235233222,14.000,13.958333,9.500,10.000000,0,24,3,14,8,1,15,8
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2007,1268,1172,82,70,1,Y,4,Y,13,79.500000,28.656250,59.843750,5.750000,15.031250,16.437500,23.531250,12.625000,25.937500,17.343750,15.781250,7.531250,6.906250,18.218750,79.500,29.000,59.500,5.000,14.000,15.000,22.500,12.000,26.000,18.000,15.500,7.000,7.000,18.000,11.973088115,4.98131589,7.492402085,3.407770972,6.512936895,6.652370405,8.922549804,3.989906641,6.06384045,4.403879313,4.124938909,3.058403342,2.95514179,4.412112193,17.000,18.541667,6.000,8.000000,0,24,80.000000,27.709677,61.709677,9.225806,24.709677,15.354839,20.354839,13.032258,26.741935,15.483871,14.645161,7.741935,2.645161,17.935484,79.000,28.000,62.000,9.000,25.000,16.000,20.000,13.000,28.000,15.000,14.000,8.000,2.000,17.000,10.702024715,4.051284117,6.143796627,3.363625722,5.126360307,5.828369583,8.105752649,3.728126205,6.120826415,3.982218603,5.510888495,3.043766745,1.684208716,3.93222151,10.000,14.851852,8.500,12.750000,1,27,1,17,6,6,11,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1332,1275,58,56,1,Y,3,Y,14,76.393939,26.272727,58.333333,9.484848,24.636364,14.363636,19.121212,12.212121,22.848485,14.272727,12.606061,7.121212,2.060606,16.030303,77.000,26.000,56.000,9.000,25.000,12.000,20.000,13.000,23.000,14.000,13.000,6.000,2.000,15.000,13.193131243,5.455918346,8.827041803,2.980365078,4.923274926,6.790702173,7.869075422,4.708752276,5.557209372,5.131232308,4.227435629,2.902128185,1.61901575,4.268231835,11.500,15.307692,3.000,7.571429,1,26,59.562500,21.843750,47.531250,5.062500,15.250000,10.812500,15.250000,8.031250,22.406250,12.843750,13.343750,5.812500,4.093750,17.031250,57.500,21.500,47.000,5.000,15.000,10.500,13.500,7.000,22.000,12.500,13.500,6.000,4.000,17.000,10.06090324,3.646557143,4.593012737,1.916608202,4.990313217,5.158378718,6.252741319,3.042541043,3.990790774,2.863669848,4.178357213,2.507247495,1.973360839,3.569443514,10.500,10.500000,6.500,8.571429,1,18,4,16,6,4,11,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,1458,1394,76,63,1,Y,2,Y,15,70.088235,24.235294,52.352941,5.823529,16.352941,15.794118,23.264706,11.352941,23.735294,13.735294,11.441176,5.676471,3.264706,14.941176,70.500,25.000,53.500,5.500,17.000,16.500,23.500,11.500,24.000,14.000,11.000,6.000,3.000,14.500,11.822853167,4.015566834,5.688277947,2.679558919,4.854753032,6.390235989,8.403854889,3.180264454,3.971938066,3.711642763,3.448242161,2.09935895,1.958800143,3.757345739,13.000,16.241379,5.000,6.800000,0,29,79.166667,27.633333,52.733333,5.766667,14.300000,18.133333,25.200000,11.200000,24.166667,17.933333,16.366667,7.400000,2.766667,19.033333,78.500,27.000,54.000,5.000,13.000,17.000,22.500,11.000,23.000,17.000,16.500,7.000,2.500,19.000,11.030000907,4.671877246,6.827597821,2.89688695,4.949050717,6.246286257,8.172282851,4.063292384,3.696068181,4.2258101,4.350848768,3.338387036,1.941974253,3.755302784,13.000,14.208333,14.000,13.333333,1,24,3,19,7,5,11,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2007,1196,1238,112,69,1,Y,1,Y,16,79.323529,28.558824,54.205882,7.176471,17.588235,15.029412,22.088235,11.088235,26.088235,15.764706,14.000000,7.088235,4.823529,15.676471,79.000,28.500,54.500,7.000,16.000,14.000,22.000,12.000,26.000,15.500,14.000,7.000,5.000,15.000,10.256470494,4.78122066,5.793305533,2.746574594,5.297899206,5.090009823,6.393024793,3.306262694,4.718549141,4.917863662,3.797926013,2.778354009,2.599190836,4.124726536,18.000,22.172414,10.000,7.800000,1,29,71.030303,25.030303,59.757576,5.636364,17.757576,15.333333,21.757576,13.363636,22.666667,13.515152,15.424242,8.181818,3.121212,20.696970,70.000,25.000,59.000,6.000,18.000,15.000,20.000,13.000,22.000,14.000,15.000,8.000,3.000,20.000,10.029596353,3.495397402,6.52413933,2.595888287,3.708354622,5.57711099,7.386771555,4.321589522,4.997916266,4.430866281,4.83496577,3.235105717,1.832988816,3.811863455,8.500,7.850000,8.000,15.307692,1,20,6,18,5,5,7,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1417,1242,68,55,4,Z,2,Z,1,71.966667,26.733333,55.633333,6.800000,18.500000,11.700000,18.033333,11.066667,21.833333,14.600000,12.200000,7.366667,3.300000,16.000000,70.500,27.000,55.000,7.000,18.000,11.000,17.500,11.000,22.500,13.000,12.000,7.000,3.000,16.000,11.296881871,4.719244007,6.178289731,3.144782186,5.036076747,4.976842975,6.994989993,3.463437887,4.549219933,5.007580454,2.821102799,2.918234398,1.784028867,4.127285185,14.000,14.920000,7.000,6.200000,0,25,78.441176,29.058824,59.294118,5.970588,15.647059,14.352941,21.529412,13.058824,27.323529,16.764706,14.000000,8.911765,6.676471,18.647059,80.000,29.000,60.500,6.000,16.000,14.500,22.000,13.000,28.500,16.000,14.000,8.000,7.000,18.000,11.457936725,4.848874715,6.571423057,2.480045161,4.241800325,4.340662968,5.748440049,4.403450238,4.332544864,4.78671662,3.025147104,4.05543142,2.54320939,3.999108651,18.000,20.466667,6.000,5.500000,1,30,3,16,6,6,16,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2007,1196,1417,76,66,5,Y,1,Z,2,79.323529,28.558824,54.205882,7.176471,17.588235,15.029412,22.088235,11.088235,26.088235,15.764706,14.000000,7.088235,4.823529,15.676471,79.000,28.500,54.500,7.000,16.000,14.000,22.000,12.000,26.000,15.500,14.000,7.000,5.000,15.000,10.256470494,4.78122066,5.793305533,2.746574594,5.297899206,5.090009823,6.393024793,3.306262694,4.718549141,4.917863662,3.797926013,2.778354009,2.599190836,4.124726536,18.000,22.172414,10.000,7.800000,1,29,71.966667,26.733333,55.633333,6.800000,18.500000,11.700000,18.033333,11.066667,21.833333,14.600000,12.200000,7.366667,3.300000,16.000000,70.500,27.000,55.000,7.000,18.000,11.000,17.500,11.000,22.500,13.000,12.000,7.000,3.000,16.000,11.296881871,4.719244007,6.178289731,3.144782186,5.036076747,4.976842975,6.994989993,3.463437887,4.549219933,5.007580454,2.821102799,2.918234398,1.784028867,4.127285185,14.000,14.920000,7.000,6.200000,0,25,6,18,5,3,16,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1417,1338,64,55,3,Z,2,Z,3,71.966667,26.733333,55.633333,6.800000,18.500000,11.700000,18.033333,11.066667,21.833333,14.600000,12.200000,7.366667,3.300000,16.000000,70.500,27.000,55.000,7.000,18.000,11.000,17.500,11.000,22.500,13.000,12.000,7.000,3.000,16.000,11.296881871,4.719244007,6.178289731,3.144782186,5.036076747,4.976842975,6.994989993,3.463437887,4.549219933,5.007580454,2.821102799,2.918234398,1.784028867,4.127285185,14.000,14.920000,7.000,6.200000,0,25,71.147059,25.882353,54.941176,6.058824,16.176471,13.323529,20.000000,12.205882,23.558824,17.441176,11.705882,5.323529,3.470588,16.470588,71.500,26.000,57.500,5.500,16.500,13.000,18.500,12.000,23.000,17.000,11.000,5.000,3.000,15.500,10.677453863,4.822703288,6.875257232,2.616279802,5.036055401,5.115162168,7.28635087,3.890777043,4.887778023,4.678714995,3.90438305,2.331868564,1.84613109,4.998395443,13.000,13.592593,8.000,10.142857,0,27,3,16,6,3,16,8
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1242,1356,61,58,3,Z,1,Z,4,78.441176,29.058824,59.294118,5.970588,15.647059,14.352941,21.529412,13.058824,27.323529,16.764706,14.000000,8.911765,6.676471,18.647059,80.000,29.000,60.500,6.000,16.000,14.500,22.000,13.000,28.500,16.000,14.000,8.000,7.000,18.000,11.457936725,4.848874715,6.571423057,2.480045161,4.241800325,4.340662968,5.748440049,4.403450238,4.332544864,4.78671662,3.025147104,4.05543142,2.54320939,3.999108651,18.000,20.466667,6.000,5.500000,1,30,63.281250,21.218750,46.750000,6.218750,16.843750,14.625000,21.125000,9.375000,20.093750,11.593750,13.968750,6.375000,3.281250,20.375000,63.500,21.500,48.000,6.000,17.000,14.500,20.500,9.000,20.000,12.000,13.500,6.000,3.000,21.000,8.912602089,3.002519109,6.390517193,2.059351111,3.976620173,5.110078571,6.978076239,3.739501437,4.841749684,3.842540956,4.099444353,2.870877044,1.938312668,4.404909307,8.000,8.769231,6.500,6.333333,0,26,6,16,8,4,12,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1356,1439,63,48,2,Z,4,Z,5,63.281250,21.218750,46.750000,6.218750,16.843750,14.625000,21.125000,9.375000,20.093750,11.593750,13.968750,6.375000,3.281250,20.375000,63.500,21.500,48.000,6.000,17.000,14.500,20.500,9.000,20.000,12.000,13.500,6.000,3.000,21.000,8.912602089,3.002519109,6.390517193,2.059351111,3.976620173,5.110078571,6.978076239,3.739501437,4.841749684,3.842540956,4.099444353,2.870877044,1.938312668,4.404909307,8.000,8.769231,6.500,6.333333,0,26,72.032258,26.387097,56.032258,4.774194,12.967742,14.483871,21.741935,11.064516,22.483871,13.258065,10.967742,8.387097,4.612903,18.354839,71.000,26.000,57.000,4.000,13.000,14.000,21.000,10.000,21.000,13.000,10.000,8.000,4.000,18.000,11.104004908,4.402101203,8.2400804,2.654677382,4.512825168,6.781695806,8.594446812,3.889605636,4.958971466,4.553150887,3.868538613,3.094914377,3.040585634,3.64735877,16.500,15.600000,8.000,8.909091,0,20,4,12,10,3,12,5
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1433,1181,79,77,1,Z,11,Z,6,74.787879,25.636364,55.727273,6.909091,17.272727,16.606061,22.909091,12.060606,21.272727,13.575758,11.393939,7.454545,3.090909,18.030303,74.000,25.000,56.000,7.000,17.000,16.000,24.000,11.000,21.000,12.000,12.000,8.000,3.000,17.000,11.22708101,4.498737156,8.453079025,2.541697661,4.353681775,6.754347637,8.334280233,3.856321045,3.947093234,4.337556224,3.499458815,3.317481273,1.860168541,3.916989022,12.000,13.851852,6.000,7.166667,1,27,70.187500,24.843750,53.000000,6.093750,15.906250,14.406250,20.812500,11.281250,23.812500,13.187500,15.375000,7.375000,4.718750,17.437500,71.000,25.000,53.500,6.000,16.000,14.500,18.500,11.000,23.500,12.500,16.000,7.000,5.000,17.500,7.76857812,4.273771285,7.586065317,1.802496047,4.539144303,5.517475872,7.454972367,2.997142472,4.720835731,3.52353842,3.526398162,3.544646104,2.909765283,3.407179332,15.500,15.909091,7.000,7.200000,0,22,4,12,11,2,15,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1417,1231,54,49,2,Z,2,Z,7,71.966667,26.733333,55.633333,6.800000,18.500000,11.700000,18.033333,11.066667,21.833333,14.600000,12.200000,7.366667,3.300000,16.000000,70.500,27.000,55.000,7.000,18.000,11.000,17.500,11.000,22.500,13.000,12.000,7.000,3.000,16.000,11.296881871,4.719244007,6.178289731,3.144782186,5.036076747,4.976842975,6.994989993,3.463437887,4.549219933,5.007580454,2.821102799,2.918234398,1.784028867,4.127285185,14.000,14.920000,7.000,6.200000,0,25,70.900000,24.766667,54.833333,7.933333,20.666667,13.433333,18.866667,11.666667,21.633333,13.366667,12.366667,6.633333,4.466667,20.800000,71.000,25.000,53.500,7.500,20.500,13.000,18.500,11.000,21.000,13.000,11.500,6.500,4.000,19.500,13.332226971,5.308960068,7.134584711,3.47337991,6.567072179,4.31263852,5.630785647,3.933352768,4.544669735,4.18110141,4.131321338,2.906393986,2.417370059,3.933937214,13.000,16.200000,5.500,6.200000,0,20,3,16,6,2,15,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2007,1242,1246,88,76,2,Z,1,Z,8,78.441176,29.058824,59.294118,5.970588,15.647059,14.352941,21.529412,13.058824,27.323529,16.764706,14.000000,8.911765,6.676471,18.647059,80.000,29.000,60.500,6.000,16.000,14.500,22.000,13.000,28.500,16.000,14.000,8.000,7.000,18.000,11.457936725,4.848874715,6.571423057,2.480045161,4.241800325,4.340662968,5.748440049,4.403450238,4.332544864,4.78671662,3.025147104,4.05543142,2.54320939,3.999108651,18.000,20.466667,6.000,5.500000,1,30,73.531250,26.437500,55.187500,6.750000,18.906250,13.906250,19.875000,10.781250,25.656250,15.875000,14.687500,5.968750,4.812500,15.843750,75.000,26.000,56.000,6.500,18.500,14.000,20.000,10.500,26.500,16.000,14.000,6.000,4.500,16.500,9.791320646,3.967102595,6.482918016,2.527270662,4.713463058,4.467512619,6.068161254,3.526255238,5.058428807,3.279948933,3.830585725,1.95900536,2.038935507,4.22060517,12.000,13.333333,5.000,7.545455,0,21,6,16,8,3,14,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1246,1437,67,58,1,Z,8,Z,9,73.531250,26.437500,55.187500,6.750000,18.906250,13.906250,19.875000,10.781250,25.656250,15.875000,14.687500,5.968750,4.812500,15.843750,75.000,26.000,56.000,6.500,18.500,14.000,20.000,10.500,26.500,16.000,14.000,6.000,4.500,16.500,9.791320646,3.967102595,6.482918016,2.527270662,4.713463058,4.467512619,6.068161254,3.526255238,5.058428807,3.279948933,3.830585725,1.95900536,2.038935507,4.22060517,12.000,13.333333,5.000,7.545455,0,21,72.161290,23.225806,55.129032,7.612903,21.580645,18.096774,23.096774,13.225806,23.032258,12.645161,13.645161,7.935484,3.290323,19.387097,70.000,22.000,56.000,7.000,21.000,16.000,20.000,14.000,23.000,13.000,14.000,8.000,3.000,19.000,13.851827244,4.73081864,5.188075655,2.641684122,5.025098307,7.833070215,9.191861781,2.883396955,5.52861565,3.64735877,3.38179819,2.606856153,1.847404395,4.521632559,13.000,14.380952,5.500,7.000000,0,21,3,14,4,3,10,8
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,1231,1211,70,57,1,Z,7,Z,10,70.900000,24.766667,54.833333,7.933333,20.666667,13.433333,18.866667,11.666667,21.633333,13.366667,12.366667,6.633333,4.466667,20.800000,71.000,25.000,53.500,7.500,20.500,13.000,18.500,11.000,21.000,13.000,11.500,6.500,4.000,19.500,13.332226971,5.308960068,7.134584711,3.47337991,6.567072179,4.31263852,5.630785647,3.933352768,4.544669735,4.18110141,4.131321338,2.906393986,2.417370059,3.933937214,13.000,16.200000,5.500,6.200000,0,20,79.121212,27.696970,56.848485,6.757576,17.090909,16.969697,22.606061,10.515152,27.090909,14.484848,14.030303,6.242424,3.575758,19.303030,78.000,28.000,57.000,6.000,17.000,19.000,23.000,10.000,27.000,14.000,15.000,6.000,3.000,19.000,10.505229555,4.019365995,6.558016163,2.750344342,5.375660611,6.262411916,8.656426052,3.717536281,5.174236852,3.25116533,4.713576455,2.872611007,1.920779529,4.433430162,15.000,16.869565,8.000,9.000000,1,23,2,15,3,4,13,6
