,W_CONF_ACC,W_CONF_AEC,W_CONF_A_SUN,W_CONF_A_TEN,W_CONF_BIG_EAST,W_CONF_BIG_SKY,W_CONF_BIG_SOUTH,W_CONF_BIG_TEN,W_CONF_BIG_TWELVE,W_CONF_BIG_WEST,W_CONF_CAA,W_CONF_CUSA,W_CONF_HORIZON,W_CONF_IVY,W_CONF_MAAC,W_CONF_MAC,W_CONF_MEAC,W_CONF_MID_CONT,W_CONF_MVC,W_CONF_MWC,W_CONF_NEC,W_CONF_OVC,W_CONF_PAC_TEN,W_CONF_PAC_TWELVE,W_CONF_PATRIOT,W_CONF_SEC,W_CONF_SOUTHERN,W_CONF_SOUTHLAND,W_CONF_SUMMIT,W_CONF_SUN_BELT,W_CONF_SWAC,W_CONF_WAC,W_CONF_WCC,L_CONF_ACC,L_CONF_AEC,L_CONF_A_SUN,L_CONF_A_TEN,L_CONF_BIG_EAST,L_CONF_BIG_SKY,L_CONF_BIG_SOUTH,L_CONF_BIG_TEN,L_CONF_BIG_TWELVE,L_CONF_BIG_WEST,L_CONF_CAA,L_CONF_CUSA,L_CONF_HORIZON,L_CONF_IVY,L_CONF_MAAC,L_CONF_MAC,L_CONF_MEAC,L_CONF_MID_CONT,L_CONF_MVC,L_CONF_MWC,L_CONF_NEC,L_CONF_OVC,L_CONF_PAC_TEN,L_CONF_PAC_TWELVE,L_CONF_PATRIOT,L_CONF_SEC,L_CONF_SOUTHERN,L_CONF_SOUTHLAND,L_CONF_SUMMIT,L_CONF_SUN_BELT,L_CONF_SWAC,L_CONF_WAC,L_CONF_WCC,SEASON,W_TEAMID,L_TEAMID,W_SCORE,L_SCORE,ROUND,W_REGION,W_SEED,L_REGION,L_SEED,W_SCORE_MEAN,W_FGM_MEAN,W_FGA_MEAN,W_FGM3_MEAN,W_FGA3_MEAN,W_FTM_MEAN,W_FTA_MEAN,W_OR_MEAN,W_DR_MEAN,W_AST_MEAN,W_TO_MEAN,W_STL_MEAN,W_BLK_MEAN,W_PF_MEAN,W_SCORE_MEDIAN,W_FGM_MEDIAN,W_FGA_MEDIAN,W_FGM3_MEDIAN,W_FGA3_MEDIAN,W_FTM_MEDIAN,W_FTA_MEDIAN,W_OR_MEDIAN,W_DR_MEDIAN,W_AST_MEDIAN,W_TO_MEDIAN,W_STL_MEDIAN,W_BLK_MEDIAN,W_PF_MEDIAN,W_SCORE_STDDEV,W_FGM_STDDEV,W_FGA_STDDEV,W_FGM3_STDDEV,W_FGA3_STDDEV,W_FTM_STDDEV,W_FTA_STDDEV,W_OR_STDDEV,W_DR_STDDEV,W_AST_STDDEV,W_TO_STDDEV,W_STL_STDDEV,W_BLK_STDDEV,W_PF_STDDEV,W_WINMARGINMEDIAN,W_WINMARGINMEAN,W_LOSEMARGINMEDIAN,W_LOSEMARGINMEAN,W_WON_CONFERENCE,W_TOTAL_WINS,L_SCORE_MEAN,L_FGM_MEAN,L_FGA_MEAN,L_FGM3_MEAN,L_FGA3_MEAN,L_FTM_MEAN,L_FTA_MEAN,L_OR_MEAN,L_DR_MEAN,L_AST_MEAN,L_TO_MEAN,L_STL_MEAN,L_BLK_MEAN,L_PF_MEAN,L_SCORE_MEDIAN,L_FGM_MEDIAN,L_FGA_MEDIAN,L_FGM3_MEDIAN,L_FGA3_MEDIAN,L_FTM_MEDIAN,L_FTA_MEDIAN,L_OR_MEDIAN,L_DR_MEDIAN,L_AST_MEDIAN,L_TO_MEDIAN,L_STL_MEDIAN,L_BLK_MEDIAN,L_PF_MEDIAN,L_SCORE_STDDEV,L_FGM_STDDEV,L_FGA_STDDEV,L_FGM3_STDDEV,L_FGA3_STDDEV,L_FTM_STDDEV,L_FTA_STDDEV,L_OR_STDDEV,L_DR_STDDEV,L_AST_STDDEV,L_TO_STDDEV,L_STL_STDDEV,L_BLK_STDDEV,L_PF_STDDEV,L_WINMARGINMEDIAN,L_WINMARGINMEAN,L_LOSEMARGINMEDIAN,L_LOSEMARGINMEAN,L_WON_CONFERENCE,L_TOTAL_WINS,W_WLOCN,W_WLOCH,W_WLOCA,L_WLOCN,L_WLOCH,L_WLOCA,WIN_INDICATOR
724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1277,1174,93,78,1,W,4,W,13,75.941176,27.264706,57.441176,8.058824,20.588235,13.352941,19.264706,11.058824,26.0,17.0,11.441176,6.941176,4.823529,18.882353,76.5,27.0,57.5,7.5,19.5,12.0,17.5,10.0,24.0,15.0,11.0,7.0,5.0,19.0,13.978210686636542,5.615502470839097,7.668080920282467,3.617643431848971,6.025791234352548,6.484865148944888,8.853380879641403,3.3206532489858076,6.035249953398782,5.320059210196819,3.2954621830632496,3.152115004247148,2.095747360728387,4.791183256774886,14.5,15.884615,6.0,6.5,1,26.0,79.529412,26.941176,60.382353,7.176471,20.794118,18.470588,26.058824,11.117647,25.352941,10.882353,9.588235,6.0,3.588235,18.852941,80.0,26.5,60.0,7.0,21.5,18.5,26.0,11.0,25.0,12.0,9.5,6.0,4.0,18.5,10.021901166944323,4.598690030867486,7.0925257842323,2.4798655205474347,4.909973828850822,6.684379327955588,8.616197479166782,4.304787335049201,4.59170763442099,3.616164957520605,2.9961353440724268,2.188122254354176,2.1478340252449675,3.500063713705795,10.0,8.76,5.0,7.777778,1,25.0,7,12,7,4,10,11,1
725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1235,1300,93,75,1,W,3,W,14,82.878788,29.272727,62.090909,8.30303,23.666667,16.030303,23.090909,10.212121,28.575758,18.545455,10.545455,6.030303,2.939394,17.424242,82.0,29.0,62.0,8.0,24.0,17.0,23.0,9.0,28.0,19.0,11.0,6.0,3.0,17.0,10.475440229412795,4.474041238075483,6.55440515989056,2.9736850875639136,5.660535928690851,5.609617010099709,7.522315268585863,4.45643893708867,5.750164693293575,4.657594014080661,2.829431391640377,2.732728124054788,1.9029482389177064,3.6058139164410576,10.0,14.384615,10.0,11.142857,1,26.0,72.225806,23.903226,52.612903,5.032258,15.451613,19.387097,26.709677,11.451613,23.16129,14.096774,11.387097,7.677419,3.83871,20.096774,72.0,24.0,52.0,5.0,15.0,19.0,24.0,11.0,23.0,14.0,11.0,8.0,4.0,19.0,10.101846959838582,4.533981583553246,6.721494997394553,2.496449078190861,3.47216272660139,7.640582111331571,8.363386694395997,3.39449274561016,4.85178163152465,3.9611012357676496,4.208542265440612,2.982024983128076,2.491275175487445,4.570593287528436,14.0,17.269231,11.0,9.4,1,26.0,7,15,4,3,12,11,1
726,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1437,1454,73,53,1,W,2,W,15,78.53125,25.75,56.0625,9.03125,25.03125,18.0,25.25,11.28125,25.8125,15.625,11.84375,6.9375,4.03125,19.71875,77.5,26.0,55.5,9.0,26.0,18.0,25.5,11.0,26.0,15.5,12.0,7.0,4.0,20.0,10.6467756151804,5.0990195135927845,5.999663990591473,2.9782478070167366,5.127310698602143,6.164414002968976,7.066504369205471,3.585223981845486,3.971166201508066,3.9410985778079697,3.8362395649906955,3.0579087625369072,2.3484294752025234,4.33466434686701,16.5,16.0,18.5,16.5,0,28.0,70.393939,22.787879,53.090909,7.121212,21.606061,17.69697,24.151515,9.787879,23.515152,13.242424,13.636364,5.636364,2.424242,18.30303,71.0,23.0,53.0,7.0,21.0,17.0,24.0,10.0,22.0,13.0,14.0,6.0,2.0,19.0,11.12131790751438,4.113678159506405,5.902137494162602,2.8696424864432153,4.70995881086024,5.812082501135028,7.441947057054357,3.559824152960368,5.202891119368154,4.272223542840426,3.586591139229561,2.176840830194068,1.8879602750058064,3.3117673529401186,7.0,8.7,15.0,14.692308,1,20.0,3,15,10,4,6,10,1
727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1438,1157,70,59,1,W,1,W,16,65.941176,23.058824,50.970588,5.5,15.088235,14.323529,21.588235,10.911765,24.647059,13.088235,10.205882,5.323529,3.970588,16.058824,66.5,23.0,51.5,5.0,14.0,15.0,19.5,11.5,26.0,13.0,9.5,5.0,4.0,15.0,9.667004706733104,4.341073599928939,5.468838999275806,2.40264999531767,4.494897106720019,5.978347765060176,8.482129685403306,2.9477021559173853,4.676714444992339,4.077786409315721,3.282454874023404,2.9099680410616195,1.992186236274109,3.837148420376778,14.5,15.107143,5.0,10.166667,1,28.0,70.533333,24.666667,57.466667,5.733333,17.9,15.466667,22.333333,12.7,26.133333,9.933333,14.1,6.2,2.8,19.933333,70.0,25.0,59.0,5.5,17.0,15.0,23.0,13.0,26.0,9.0,15.5,6.5,2.5,19.0,9.708628687924984,3.7630997860806192,9.061983226645259,2.5452231729260992,5.560637553374613,5.911609425528719,8.627675353187554,5.553191064604206,5.0904463458521985,3.6382388596682325,4.436136832876101,2.2651785801565403,2.057785946108098,4.463903784805403,8.0,8.611111,9.5,9.166667,1,18.0,6,15,7,0,12,6,1
728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1163,1196,63,53,5,W,7,X,1,71.852941,24.382353,54.382353,7.117647,18.382353,15.970588,21.0,10.088235,25.294118,12.588235,11.676471,6.970588,6.205882,18.264706,72.0,24.5,54.0,7.0,18.0,16.5,21.5,9.5,24.0,12.0,11.0,7.0,6.0,18.0,13.082795458158015,5.331522671807745,5.742002089863778,3.042772912985785,3.9390408731060407,5.931351195132522,6.651497876418514,3.895355824568534,5.167083510066389,4.613009538251574,3.590564997322845,2.38028884801824,3.022936651668374,3.8242354791513558,11.5,14.653846,9.0,10.5,0,26.0,70.735294,24.382353,52.764706,6.852941,18.617647,15.117647,22.882353,11.676471,24.0,13.352941,11.323529,7.205882,2.852941,16.205882,69.0,24.0,54.0,6.0,18.5,14.5,20.5,12.0,24.0,13.0,11.5,7.0,3.0,17.0,8.19944132243167,3.3395218220577627,5.245828533225233,2.808346310553597,5.954446825692544,6.029044368720469,7.074344209889706,4.682142671897131,4.70975774323903,3.860305816901039,2.8995358249209477,3.092311271524909,1.5400188310536986,2.900150513335472,10.0,13.8125,3.5,3.5,1,32.0,5,14,7,5,17,10,1
729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1390,1242,60,57,2,X,10,X,2,73.515152,25.272727,54.424242,5.909091,15.939394,17.060606,24.272727,9.666667,25.181818,11.787879,11.242424,5.090909,4.242424,18.060606,74.0,24.0,53.0,6.0,15.0,17.0,24.0,8.0,26.0,12.0,11.0,5.0,4.0,18.0,11.800744722262236,4.501893490521516,8.415128876018477,2.6735233307379236,5.213800149602974,5.819897937249415,6.610941309677465,4.5803020642748,4.785750620331151,4.27753994721265,2.9050635104933593,2.479461030143446,2.031475818216894,4.227435629314774,11.0,13.666667,9.0,10.5,0,21.0,79.606061,27.393939,55.333333,5.575758,16.151515,19.242424,27.060606,11.787879,26.333333,15.121212,13.181818,5.848485,5.666667,21.090909,82.0,28.0,56.0,5.0,16.0,19.0,26.0,11.0,25.0,15.0,12.0,6.0,5.0,22.0,10.571008088162642,5.030776480822817,6.863247554911596,1.837632716295615,3.501082118431386,5.4258081425719435,7.436982721507426,3.3331438612817177,5.022864421821477,4.45643893708867,4.289919463113498,1.6416686632813577,2.4706612475205905,4.488621948883644,12.5,14.916667,6.0,6.222222,0,24.0,3,12,6,5,14,5,1
730,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1173,1393,55,53,2,X,11,X,3,73.393939,25.666667,55.060606,6.575758,17.393939,15.484848,22.727273,11.636364,23.666667,13.060606,12.0,5.818182,2.606061,20.060606,75.0,27.0,53.0,7.0,16.0,16.0,23.0,10.0,24.0,13.0,12.0,5.0,3.0,20.0,10.618201919345855,4.082482945463459,6.159034989346951,2.278024143858006,5.074072526087896,5.178810288087409,6.501311021632484,4.277982702162317,4.573474281112773,3.6991501726747997,3.307189138830738,3.0047311027777512,1.6571698766270162,4.205200589745988,12.0,11.956522,7.0,8.5,0,23.0,68.15625,24.0625,55.0625,5.0,14.9375,15.03125,21.375,13.1875,22.0625,11.9375,8.90625,8.03125,4.9375,15.90625,67.5,24.0,55.5,4.5,14.0,14.5,21.5,13.0,21.5,11.0,9.0,7.5,5.0,16.0,11.733902846026977,4.457234007767598,7.526030095608175,2.7356664635879864,5.863707444953236,6.577009654850752,8.330859859582324,4.9866757464266716,5.028547504001528,4.071438689210486,2.2910678732852943,3.0212619879778715,2.213412297788191,4.423977056902533,11.0,11.592593,5.0,7.2,0,27.0,3,13,7,3,16,8,1
731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1196,1417,79,68,3,X,1,X,4,70.735294,24.382353,52.764706,6.852941,18.617647,15.117647,22.882353,11.676471,24.0,13.352941,11.323529,7.205882,2.852941,16.205882,69.0,24.0,54.0,6.0,18.5,14.5,20.5,12.0,24.0,13.0,11.5,7.0,3.0,17.0,8.19944132243167,3.3395218220577627,5.245828533225233,2.808346310553597,5.954446825692544,6.029044368720469,7.074344209889706,4.682142671897131,4.70975774323903,3.860305816901039,2.8995358249209477,3.092311271524909,1.5400188310536986,2.900150513335472,10.0,13.8125,3.5,3.5,1,32.0,81.823529,29.058824,59.294118,6.382353,16.323529,17.323529,23.117647,10.088235,25.558824,17.205882,10.529412,9.382353,2.882353,17.735294,82.5,28.5,59.0,6.0,16.0,18.0,23.5,10.0,26.0,18.0,11.0,9.0,2.5,17.5,12.131777940598814,5.365101490186369,5.277335217702207,2.4986628424019117,4.720815183842722,5.552616590401322,6.3521158679608485,2.550907681591006,4.7494253336588,4.005900273346804,2.501336442784137,2.9234134158548293,1.6471223391114578,4.3645183010270445,15.5,17.153846,7.0,8.75,1,26.0,5,17,10,5,16,5,1
732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1372,1433,77,75,1,X,12,X,5,75.83871,26.225806,56.83871,7.16129,20.354839,16.225806,22.806452,13.0,20.612903,16.419355,10.967742,7.032258,3.16129,20.903226,74.0,25.0,56.0,7.0,21.0,15.0,23.0,13.0,20.0,16.0,11.0,7.0,3.0,21.0,10.652376166846532,4.50710306072537,5.645628220136357,2.0671521472789562,4.564707986279078,4.917381925374517,5.839060198353842,2.7080127399995737,4.702321554296345,4.153506109300912,3.198790083766048,3.016442441022205,2.3818308084328743,2.9023535277426147,13.0,14.310345,9.0,9.0,1,29.0,74.970588,26.235294,62.676471,7.411765,21.264706,15.088235,22.382353,14.147059,23.735294,13.117647,12.264706,11.176471,4.264706,19.558824,73.5,26.0,62.0,7.0,21.5,12.0,19.0,13.0,24.0,13.0,12.5,11.0,4.0,19.0,10.393719834592426,3.900728906243037,5.850255549973864,2.8081876717911856,4.95622547913228,7.871573921395898,10.006103287494089,4.8625492285425755,4.6208278479077745,4.283617163099429,3.527457866509535,3.864920568394647,2.1221604557620046,4.3706402277012,15.5,15.5,6.0,7.375,0,26.0,2,13,14,5,15,6,1
733,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1173,1326,60,59,1,X,11,X,6,73.393939,25.666667,55.060606,6.575758,17.393939,15.484848,22.727273,11.636364,23.666667,13.060606,12.0,5.818182,2.606061,20.060606,75.0,27.0,53.0,7.0,16.0,16.0,23.0,10.0,24.0,13.0,12.0,5.0,3.0,20.0,10.618201919345855,4.082482945463459,6.159034989346951,2.278024143858006,5.074072526087896,5.178810288087409,6.501311021632484,4.277982702162317,4.573474281112773,3.6991501726747997,3.307189138830738,3.0047311027777512,1.6571698766270162,4.205200589745988,12.0,11.956522,7.0,8.5,0,23.0,69.794118,24.088235,53.676471,5.794118,17.794118,15.823529,22.970588,10.088235,24.0,12.029412,11.176471,7.647059,4.5,16.5,69.0,23.0,52.5,5.5,18.0,15.5,22.0,9.5,23.0,12.0,11.0,8.0,4.0,16.0,10.727420006693128,4.025431653872663,5.191605050463681,2.9105806980738396,3.674477241731128,5.786455391688421,7.32155509437715,3.871947701093082,4.444949493526333,3.872868316893824,3.2142730126733166,2.7511137744557206,2.573171583862996,4.04707153383777,15.0,15.8,6.0,6.0,0,25.0,3,13,7,3,17,5,1
734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1390,1307,58,53,1,X,10,X,7,73.515152,25.272727,54.424242,5.909091,15.939394,17.060606,24.272727,9.666667,25.181818,11.787879,11.242424,5.090909,4.242424,18.060606,74.0,24.0,53.0,6.0,15.0,17.0,24.0,8.0,26.0,12.0,11.0,5.0,4.0,18.0,11.800744722262236,4.501893490521516,8.415128876018477,2.6735233307379236,5.213800149602974,5.819897937249415,6.610941309677465,4.5803020642748,4.785750620331151,4.27753994721265,2.9050635104933593,2.479461030143446,2.031475818216894,4.227435629314774,11.0,13.666667,9.0,10.5,0,21.0,74.636364,25.090909,54.515152,5.848485,17.333333,18.606061,25.606061,10.636364,27.515152,15.454545,10.606061,4.848485,5.151515,16.939394,72.0,25.0,54.0,6.0,18.0,19.0,26.0,11.0,27.0,15.0,11.0,4.0,5.0,16.0,12.29028624564945,4.080162619308206,8.768270981214027,2.3733048687431624,5.753622076570549,7.176086119884571,9.253173077382698,4.2633479801676994,4.331001731701339,4.841815981633338,3.436380654118516,2.38643583613723,2.2655189251030325,4.520366356834366,9.0,11.814815,4.5,7.666667,1,27.0,3,12,6,6,13,8,1
735,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1338,1160,77,48,1,X,9,X,8,72.470588,24.852941,53.882353,5.147059,14.441176,17.617647,24.794118,12.147059,23.941176,15.617647,10.558824,7.0,3.0,17.5,76.0,26.0,53.5,5.0,14.5,16.0,23.0,12.0,22.5,15.5,10.0,7.0,2.0,18.0,13.004044332437505,5.576641462385761,7.3639774578688115,2.76484809709322,4.412043970769104,5.867293583927772,7.733357162319609,4.171565773183973,4.141008331312556,4.505987350181978,2.8835077596566303,2.7303012654284142,1.8748738624238166,4.251559478591355,17.0,15.56,4.0,5.0,0,25.0,70.852941,23.5,53.794118,5.205882,16.264706,18.647059,26.029412,11.588235,25.941176,11.529412,13.205882,6.029412,3.382353,16.588235,69.0,23.0,53.0,5.0,17.0,18.0,25.5,11.5,26.0,11.0,14.0,6.0,3.0,16.0,13.795327179882324,4.135947412625069,5.2672770005003535,2.4093179532805546,4.447054305942306,6.745963311492289,8.729904352282446,3.3404558072215234,5.969321485730183,4.646505999135265,3.5142946660745453,2.72458272034453,2.089145279773525,3.5343993832050162,8.0,11.130435,13.0,14.272727,0,23.0,5,13,7,3,16,4,1
736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1196,1338,61,45,2,X,1,X,9,70.735294,24.382353,52.764706,6.852941,18.617647,15.117647,22.882353,11.676471,24.0,13.352941,11.323529,7.205882,2.852941,16.205882,69.0,24.0,54.0,6.0,18.5,14.5,20.5,12.0,24.0,13.0,11.5,7.0,3.0,17.0,8.19944132243167,3.3395218220577627,5.245828533225233,2.808346310553597,5.954446825692544,6.029044368720469,7.074344209889706,4.682142671897131,4.70975774323903,3.860305816901039,2.8995358249209477,3.092311271524909,1.5400188310536986,2.900150513335472,10.0,13.8125,3.5,3.5,1,32.0,72.470588,24.852941,53.882353,5.147059,14.441176,17.617647,24.794118,12.147059,23.941176,15.617647,10.558824,7.0,3.0,17.5,76.0,26.0,53.5,5.0,14.5,16.0,23.0,12.0,22.5,15.5,10.0,7.0,2.0,18.0,13.004044332437505,5.576641462385761,7.3639774578688115,2.76484809709322,4.412043970769104,5.867293583927772,7.733357162319609,4.171565773183973,4.141008331312556,4.505987350181978,2.8835077596566303,2.7303012654284142,1.8748738624238166,4.251559478591355,17.0,15.56,4.0,5.0,0,25.0,5,17,10,5,13,7,1
737,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1173,1390,82,72,3,X,11,X,10,73.393939,25.666667,55.060606,6.575758,17.393939,15.484848,22.727273,11.636364,23.666667,13.060606,12.0,5.818182,2.606061,20.060606,75.0,27.0,53.0,7.0,16.0,16.0,23.0,10.0,24.0,13.0,12.0,5.0,3.0,20.0,10.618201919345855,4.082482945463459,6.159034989346951,2.278024143858006,5.074072526087896,5.178810288087409,6.501311021632484,4.277982702162317,4.573474281112773,3.6991501726747997,3.307189138830738,3.0047311027777512,1.6571698766270162,4.205200589745988,12.0,11.956522,7.0,8.5,0,23.0,73.515152,25.272727,54.424242,5.909091,15.939394,17.060606,24.272727,9.666667,25.181818,11.787879,11.242424,5.090909,4.242424,18.060606,74.0,24.0,53.0,6.0,15.0,17.0,24.0,8.0,26.0,12.0,11.0,5.0,4.0,18.0,11.800744722262236,4.501893490521516,8.415128876018477,2.6735233307379236,5.213800149602974,5.819897937249415,6.610941309677465,4.5803020642748,4.785750620331151,4.27753994721265,2.9050635104933593,2.479461030143446,2.031475818216894,4.227435629314774,11.0,13.666667,9.0,10.5,0,21.0,3,13,7,3,12,6,1
